tile_id,building_id,category,gt_height_m,base_shadow_m,base_height_m,base_error_m,m4_shadow_m,m4_height_m,m4_error_m,m4_status,m4_confidence,m4_term_reason,failure_mode
5_12,9,Medium,9.57,3.55,3.17,6.40,1.65,1.48,8.10,VALID,0.97,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_12,10,Small,2.51,15.95,14.26,11.75,4.90,4.38,1.87,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
5_12,11,Medium,10.42,4.45,3.98,6.44,3.60,3.22,7.20,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
5_12,12,Large,18.50,25.45,22.75,4.26,7.35,6.57,11.93,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_12,13,Small,3.58,0.45,0.40,3.17,0.35,N/A,N/A,REJECTED,0.00,SHADOW_SUPPORT_LOST,NO_VALID_SHADOW
5_13,1,Large,12.01,27.25,24.36,12.35,18.00,16.09,4.08,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_13,2,Medium,11.47,0.45,0.40,11.07,0.30,N/A,N/A,REJECTED,0.00,LOCAL_GRADIENT_STEP,NO_VALID_SHADOW
5_13,3,Medium,7.81,0.30,0.27,7.54,0.20,N/A,N/A,REJECTED,0.00,LOCAL_GRADIENT_STEP,NO_VALID_SHADOW
5_13,4,Medium,7.66,0.70,0.63,7.04,0.70,0.63,7.04,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
5_13,5,Large,12.41,22.40,20.03,7.62,6.75,6.04,6.37,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
5_13,6,Large,12.50,14.10,12.61,0.11,7.70,6.88,5.61,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_13,7,Small,2.39,16.85,15.07,12.68,8.35,7.47,5.08,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
5_13,8,Medium,4.93,17.90,16.00,11.07,4.40,3.93,1.00,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_13,9,Medium,4.87,10.90,9.75,4.87,8.25,7.38,2.50,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_13,10,Large,12.86,30.00,26.82,13.97,10.60,9.48,3.38,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_13,11,Medium,6.10,19.65,17.57,11.47,5.80,5.19,0.92,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_13,12,Medium,11.55,30.00,26.82,15.28,11.40,10.19,1.35,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_13,13,Medium,11.73,30.00,26.82,15.09,19.85,17.75,6.01,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
5_13,14,Small,2.93,6.95,6.21,3.28,5.05,4.52,1.58,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_13,15,Medium,4.61,13.60,12.16,7.55,5.40,4.83,0.22,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
5_13,16,Small,2.83,10.95,9.79,6.96,2.90,2.59,0.24,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_13,17,Medium,11.31,15.10,13.50,2.19,6.50,5.81,5.50,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_13,18,Small,2.68,17.30,15.47,12.79,6.95,6.21,3.54,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_13,19,Medium,11.62,30.00,26.82,15.21,7.05,6.30,5.31,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_13,20,Small,2.98,30.00,26.82,23.84,4.80,4.29,1.31,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_13,21,Medium,11.97,23.90,21.37,9.40,13.60,12.16,0.19,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_13,22,Small,2.73,5.30,4.74,2.01,5.30,4.74,2.01,VALID,0.98,SHADOW_SUPPORT_LOST,NONE
5_13,23,Medium,4.25,20.25,18.11,13.85,4.25,3.80,0.45,VALID,0.99,LOCAL_GRADIENT_STEP,NONE
5_13,24,Large,16.11,30.00,26.82,10.72,16.00,14.31,1.80,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_13,25,Large,27.61,30.00,26.82,0.78,23.80,21.28,6.33,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_13,26,Large,15.52,30.00,26.82,11.30,12.55,11.22,4.30,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_13,27,Small,1.73,5.30,4.74,3.01,3.55,3.17,1.44,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_14,1,Medium,8.49,3.00,2.68,5.81,1.10,0.98,7.51,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_14,2,Medium,7.65,13.00,11.62,3.97,1.90,1.70,5.95,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_14,3,Large,14.84,24.75,22.13,7.29,3.75,3.35,11.49,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
5_14,4,Medium,10.68,30.00,26.82,16.15,16.35,14.62,3.94,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_14,5,Medium,10.01,30.00,26.82,16.81,9.30,8.32,1.69,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_14,6,Small,2.33,15.90,14.22,11.88,8.15,7.29,4.95,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_14,7,Small,2.79,18.60,16.63,13.84,3.30,2.95,0.16,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_14,8,Small,2.60,22.35,19.98,17.38,9.20,8.23,5.62,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
5_14,9,Small,2.02,21.15,18.91,16.89,4.00,3.58,1.56,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_14,10,Large,18.42,30.00,26.82,8.40,11.40,10.19,8.23,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_14,11,Small,2.02,30.00,26.82,24.81,2.90,2.59,0.58,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_14,12,Large,12.34,30.00,26.82,14.48,13.70,12.25,0.09,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_14,13,Large,16.46,30.00,26.82,10.37,27.50,24.59,8.13,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
5_14,14,Small,1.84,15.40,13.77,11.93,4.75,4.25,2.41,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_14,15,Large,16.73,30.00,26.82,10.09,17.15,15.33,1.40,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_14,16,Large,15.68,15.80,14.13,1.55,3.70,3.31,12.37,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_14,17,Small,3.77,19.60,17.52,13.76,8.20,7.33,3.56,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_14,18,Large,14.30,30.00,26.82,12.53,16.00,14.31,0.01,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_14,19,Large,12.02,30.00,26.82,14.80,4.35,3.89,8.13,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
5_14,20,Large,12.35,30.00,26.82,14.47,7.45,6.66,5.69,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_14,21,Medium,8.79,26.55,23.74,14.95,10.45,9.34,0.56,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_14,22,Large,17.26,20.40,18.24,0.98,6.40,5.72,11.53,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_14,23,Medium,6.86,29.55,26.42,19.56,5.40,4.83,2.03,VALID,0.99,SHADOW_SUPPORT_LOST,NONE
5_14,24,Small,2.89,21.15,18.91,16.02,2.95,2.64,0.25,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_14,25,Large,29.87,30.00,26.82,3.04,30.00,26.82,3.04,LOW CONFIDENCE,0.30,REACHED_PHYSICAL_MAX_LIMIT,NONE
5_14,26,Medium,5.87,20.40,18.24,12.37,4.45,3.98,1.89,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_14,27,Medium,5.89,5.65,5.05,0.83,0.15,N/A,N/A,REJECTED,0.00,LOCAL_GRADIENT_STEP,NO_VALID_SHADOW
5_14,28,Large,20.81,2.10,1.88,18.93,1.35,1.21,19.60,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
5_14,29,Medium,4.11,3.90,3.49,0.62,3.55,3.17,0.94,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
5_14,30,Large,30.54,0.50,0.45,30.10,0.50,0.45,30.10,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
5_15,1,Large,15.54,30.00,26.82,11.28,8.95,8.00,7.54,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_15,2,Large,16.10,30.00,26.82,10.72,20.95,18.73,2.63,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,3,Medium,9.95,8.55,7.64,2.30,5.20,4.65,5.30,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_15,4,Medium,8.17,1.05,0.94,7.23,0.70,0.63,7.54,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
5_15,5,Large,15.46,30.00,26.82,11.36,9.85,8.81,6.65,VALID,0.99,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_15,6,Small,2.39,6.20,5.54,3.15,2.50,2.24,0.15,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,7,Small,1.90,3.40,3.04,1.14,3.40,3.04,1.14,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
5_15,8,Small,2.17,30.00,26.82,24.66,3.15,2.82,0.65,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,9,Small,2.52,15.20,13.59,11.07,4.20,3.76,1.23,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
5_15,10,Small,2.32,30.00,26.82,24.51,4.75,4.25,1.93,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
5_15,11,Large,14.50,30.00,26.82,12.32,17.25,15.42,0.92,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,12,Large,20.71,3.55,3.17,17.54,1.65,1.48,19.23,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
5_15,13,Medium,10.18,17.10,15.29,5.11,6.55,5.86,4.33,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,14,Large,18.99,30.00,26.82,7.83,30.00,26.82,7.83,LOW CONFIDENCE,0.30,REACHED_PHYSICAL_MAX_LIMIT,DARK_REGION_PENETRATION
5_15,15,Large,15.73,30.00,26.82,11.10,20.50,18.33,2.60,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
5_15,16,Medium,6.67,30.00,26.82,20.15,16.85,15.07,8.39,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
5_15,17,Small,3.25,30.00,26.82,23.57,2.35,2.10,1.15,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,18,Small,3.06,6.55,5.86,2.80,1.10,0.98,2.08,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,19,Medium,6.67,11.85,10.60,3.92,3.15,2.82,3.86,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
5_15,20,Small,3.12,5.65,5.05,1.93,1.60,1.43,1.69,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,21,Large,17.76,30.00,26.82,9.07,20.20,18.06,0.30,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,22,Medium,4.83,8.00,7.15,2.32,4.05,3.62,1.21,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,23,Small,3.36,7.55,6.75,3.39,3.25,2.91,0.46,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,24,Medium,9.95,30.00,26.82,16.88,6.65,5.95,4.00,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,25,Large,13.61,30.00,26.82,13.22,9.85,8.81,4.80,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
5_15,26,Large,14.46,30.00,26.82,12.37,6.75,6.04,8.42,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_15,27,Medium,5.70,30.00,26.82,21.12,14.75,13.19,7.49,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
5_15,28,Large,16.98,30.00,26.82,9.84,6.80,6.08,10.90,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
5_15,29,Small,3.12,30.00,26.82,23.70,11.60,10.37,7.25,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
5_15,30,Medium,9.27,30.00,26.82,17.55,12.70,11.36,2.08,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,31,Small,3.37,30.00,26.82,23.45,10.05,8.99,5.61,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
5_15,32,Large,12.67,30.00,26.82,14.15,13.25,11.85,0.82,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,33,Medium,4.06,15.95,14.26,10.20,2.85,2.55,1.51,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,34,Small,3.46,8.60,7.69,4.23,4.35,3.89,0.43,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,35,Large,18.12,30.00,26.82,8.70,17.00,15.20,2.92,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,36,Small,3.86,30.00,26.82,22.96,3.90,3.49,0.37,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,37,Medium,10.84,30.00,26.82,15.98,7.35,6.57,4.27,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,38,Medium,6.47,12.90,11.53,5.07,7.40,6.62,0.15,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,39,Medium,8.29,18.25,16.32,8.02,6.90,6.17,2.12,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,40,Medium,9.02,30.00,26.82,17.81,8.00,7.15,1.86,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
5_15,41,Large,19.18,30.00,26.82,7.64,11.75,10.51,8.68,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_15,42,Medium,11.35,19.70,17.61,6.27,1.05,0.94,10.41,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
5_15,43,Large,19.58,30.00,26.82,7.25,5.35,4.78,14.79,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
5_15,44,Large,13.50,6.40,5.72,7.78,2.35,2.10,11.40,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_10,1,Medium,7.20,3.05,2.73,4.48,0.90,0.80,6.40,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_10,2,Large,14.12,19.50,17.44,3.31,8.85,7.91,6.21,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_10,3,Large,16.38,30.00,26.82,10.44,8.90,7.96,8.42,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_10,4,Large,20.44,23.20,20.74,0.30,9.05,8.09,12.35,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_10,5,Large,13.32,30.00,26.82,13.50,8.65,7.73,5.59,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
6_10,6,Medium,5.72,4.00,3.58,2.14,2.75,2.46,3.26,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,7,Medium,11.31,20.60,18.42,7.10,14.40,12.88,1.56,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
6_10,8,Small,3.85,11.70,10.46,6.61,2.85,2.55,1.30,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_10,9,Small,3.60,0.30,0.27,3.34,0.30,N/A,N/A,REJECTED,0.00,RELATIVE_INTENSITY_STEP,NO_VALID_SHADOW
6_10,10,Large,12.98,30.00,26.82,13.85,14.85,13.28,0.30,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,11,Large,17.10,30.00,26.82,9.72,10.25,9.16,7.94,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
6_10,12,Large,18.82,30.00,26.82,8.00,7.05,6.30,12.52,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_10,13,Medium,4.07,22.80,20.39,16.32,4.95,4.43,0.36,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,14,Small,2.33,16.95,15.16,12.82,4.45,3.98,1.65,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,15,Large,14.43,30.00,26.82,12.39,20.65,18.46,4.03,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,16,Small,2.10,13.35,11.94,9.83,5.60,5.01,2.90,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,17,Medium,7.20,30.00,26.82,19.62,6.50,5.81,1.39,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,18,Large,12.88,24.65,22.04,9.16,9.55,8.54,4.34,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_10,19,Small,3.24,11.05,9.88,6.64,6.90,6.17,2.93,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_10,20,Large,18.21,30.00,26.82,8.62,24.90,22.26,4.06,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,21,Small,3.26,17.35,15.51,12.25,6.40,5.72,2.46,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_10,22,Large,18.98,30.00,26.82,7.84,29.95,26.78,7.79,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_10,23,Small,3.51,29.25,26.15,22.64,6.50,5.81,2.30,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,24,Small,3.75,19.55,17.48,13.73,3.80,3.40,0.36,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_10,25,Large,19.28,30.00,26.82,7.55,24.15,21.59,2.32,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,26,Medium,4.53,30.00,26.82,22.30,18.60,16.63,12.10,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_10,27,Medium,7.23,30.00,26.82,19.60,12.75,11.40,4.17,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,28,Small,2.84,30.00,26.82,23.99,3.20,2.86,0.02,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_10,29,Medium,11.75,30.00,26.82,15.07,8.45,7.56,4.20,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,30,Medium,10.62,15.25,13.64,3.02,11.75,10.51,0.11,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,31,Small,2.37,19.95,17.84,15.47,15.35,13.72,11.35,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_10,32,Large,14.53,30.00,26.82,12.29,16.50,14.75,0.22,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,33,Medium,8.81,24.85,22.22,13.41,11.00,9.84,1.02,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,34,Small,2.75,30.00,26.82,24.07,1.75,1.56,1.19,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,35,Small,1.95,1.20,1.07,0.87,0.85,0.76,1.19,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_10,36,Medium,10.87,30.00,26.82,15.96,12.30,11.00,0.13,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,37,Large,17.26,30.00,26.82,9.56,17.00,15.20,2.06,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,38,Large,16.21,26.70,23.87,7.66,5.15,4.60,11.61,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_10,39,Small,2.23,18.20,16.27,14.04,2.50,2.24,0.01,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,40,Small,3.07,30.00,26.82,23.76,15.15,13.55,10.48,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_10,41,Small,2.51,16.30,14.57,12.06,2.20,1.97,0.55,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,42,Large,14.71,30.00,26.82,12.11,14.10,12.61,2.11,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,43,Medium,4.34,24.95,22.31,17.96,6.15,5.50,1.15,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_10,44,Large,34.43,30.00,26.82,7.60,5.95,5.32,29.11,VALID,0.99,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_10,45,Large,34.01,30.00,26.82,7.19,10.70,9.57,24.44,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_10,46,Large,14.04,30.00,26.82,12.78,12.80,11.44,2.60,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_11,1,Large,13.68,29.55,26.42,12.74,7.60,6.80,6.89,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_11,2,Large,15.89,30.00,26.82,10.94,11.00,9.84,6.05,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_11,3,Medium,10.31,7.70,6.88,3.42,3.55,3.17,7.13,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
6_11,4,Large,14.32,21.55,19.27,4.95,6.85,6.12,8.20,VALID,1.00,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
6_11,5,Small,2.28,6.20,5.54,3.26,2.30,2.06,0.23,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_11,6,Large,15.98,30.00,26.82,10.84,30.00,26.82,10.84,LOW CONFIDENCE,0.30,REACHED_PHYSICAL_MAX_LIMIT,DARK_REGION_PENETRATION
6_11,7,Large,14.98,30.00,26.82,11.84,23.05,20.61,5.63,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
6_11,8,Small,1.73,0.60,0.54,1.20,0.10,N/A,N/A,REJECTED,0.00,RELATIVE_INTENSITY_STEP,NO_VALID_SHADOW
6_11,9,Medium,7.29,30.00,26.82,19.53,19.20,17.17,9.88,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_11,10,Large,13.37,30.00,26.82,13.45,7.70,6.88,6.49,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_11,11,Medium,5.48,30.00,26.82,21.34,9.60,8.58,3.10,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_11,12,Large,13.11,8.35,7.47,5.64,4.65,4.16,8.95,VALID,0.96,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_11,13,Large,14.60,30.00,26.82,12.22,23.65,21.15,6.54,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_11,14,Large,14.10,30.00,26.82,12.72,30.00,26.82,12.72,LOW CONFIDENCE,0.30,REACHED_PHYSICAL_MAX_LIMIT,DARK_REGION_PENETRATION
6_11,15,Medium,10.48,30.00,26.82,16.35,5.60,5.01,5.47,VALID,0.99,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_11,16,Large,16.21,30.00,26.82,10.61,16.70,14.93,1.28,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_11,17,Large,20.10,30.00,26.82,6.72,15.90,14.22,5.89,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_11,18,Small,2.63,17.05,15.24,12.61,9.30,8.32,5.68,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_11,19,Small,2.65,16.25,14.53,11.88,10.15,9.08,6.43,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
6_11,20,Small,2.43,15.60,13.95,11.52,4.65,4.16,1.73,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_11,21,Small,2.67,24.20,21.64,18.97,9.70,8.67,6.00,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_11,22,Medium,7.42,30.00,26.82,19.40,14.70,13.14,5.72,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
6_11,23,Small,2.38,28.70,25.66,23.28,8.70,7.78,5.40,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_11,24,Medium,5.30,5.45,4.87,0.43,2.45,2.19,3.11,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_12,1,Large,17.21,12.15,10.86,6.35,3.50,3.13,14.08,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_12,2,Large,17.28,30.00,26.82,9.54,10.25,9.16,8.12,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_12,3,Large,15.75,12.65,11.31,4.44,2.10,1.88,13.88,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_12,4,Large,14.42,21.75,19.45,5.02,10.75,9.61,4.81,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_12,5,Small,2.39,17.10,15.29,12.90,1.45,1.30,1.10,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_12,6,Small,3.20,22.15,19.80,16.60,12.05,10.77,7.57,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_12,7,Small,1.79,8.80,7.87,6.08,5.25,4.69,2.91,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_12,8,Large,18.42,17.35,15.51,2.91,9.75,8.72,9.70,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
6_12,9,Large,16.67,30.00,26.82,10.16,19.00,16.99,0.32,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
6_12,10,Large,15.29,30.00,26.82,11.53,17.70,15.83,0.53,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_12,11,Large,12.30,30.00,26.82,14.53,16.35,14.62,2.32,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_12,12,Medium,5.37,30.00,26.82,21.45,14.00,12.52,7.15,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
6_12,13,Small,3.17,29.95,26.78,23.61,5.55,4.96,1.79,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_12,14,Medium,4.94,30.00,26.82,21.88,11.65,10.42,5.47,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
6_12,15,Small,2.00,30.00,26.82,24.82,4.75,4.25,2.24,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
6_12,16,Large,14.55,30.00,26.82,12.27,8.80,7.87,6.69,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
6_12,17,Large,15.94,30.00,26.82,10.88,29.35,26.24,10.30,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
